File Path,Model,Prompt,Filename,Age,Gender,Race,Emotion,P_Skin_Hex,P_MST_Index,P_MST_Hex,P_PERLA_Index,P_PERLA_Hex,P_FST_Type,P_FST_DeltaE,P_N_Clusters
output\gemini_flash\an_individual_photorealistic\62.png,gemini_flash,an_individual_photorealistic,62.png,29,Woman,white,happy,#ae896c,6,#a07e56,6,#9D7A54,4,6.56,2
output\gemini_flash\an_individual_photorealistic\63.png,gemini_flash,an_individual_photorealistic,63.png,25,Woman,white,happy,#c39583,6,#a07e56,7,#BEA07E,4,6.11,1
output\gemini_flash\an_individual_photorealistic\64.png,gemini_flash,an_individual_photorealistic,64.png,23,Man,white,neutral,#dcaf9c,5,#d7bd96,9,#E7C1B8,3,4.13,2
output\gemini_flash\an_individual_photorealistic\65.png,gemini_flash,an_individual_photorealistic,65.png,24,Woman,white,neutral,#e3b3a3,5,#d7bd96,9,#E7C1B8,2,5.39,2
output\gemini_flash\an_individual_photorealistic\66.png,gemini_flash,an_individual_photorealistic,66.png,27,Woman,white,happy,#ca9e8d,5,#d7bd96,7,#BEA07E,3,6.67,2
output\gemini_flash\an_individual_photorealistic\67.png,gemini_flash,an_individual_photorealistic,67.png,21,Woman,white,happy,#ecd2c4,2,#f3e7db,10,#F3DAD6,1,6.27,2
output\gemini_flash\an_individual_photorealistic\68.png,gemini_flash,an_individual_photorealistic,68.png,25,Woman,white,happy,#92756c,7,#825c43,5,#81654F,5,12.83,2
output\gemini_flash\an_individual_photorealistic\69.png,gemini_flash,an_individual_photorealistic,69.png,24,Woman,white,happy,#dcbeb4,2,#f3e7db,9,#E7C1B8,2,6.66,1
output\gemini_flash\an_individual_photorealistic\7.png,gemini_flash,an_individual_photorealistic,7.png,23,Woman,middle eastern,happy,#d2ab9a,5,#d7bd96,9,#E7C1B8,3,4.77,1
output\gemini_flash\an_individual_photorealistic\70.png,gemini_flash,an_individual_photorealistic,70.png,24,Woman,white,happy,#e7bcac,5,#d7bd96,9,#E7C1B8,2,3.33,1
output\gemini_flash\an_individual_photorealistic\71.png,gemini_flash,an_individual_photorealistic,71.png,26,Woman,white,happy,#debdb4,2,#f3e7db,9,#E7C1B8,2,6.29,1
output\gemini_flash\an_individual_photorealistic\72.png,gemini_flash,an_individual_photorealistic,72.png,27,Woman,white,happy,#907875,7,#825c43,5,#81654F,4,15.43,1
output\gemini_flash\an_individual_photorealistic\73.png,gemini_flash,an_individual_photorealistic,73.png,25,Woman,white,happy,#d4a492,5,#d7bd96,9,#E7C1B8,3,4.58,1
output\gemini_flash\an_individual_photorealistic\74.png,gemini_flash,an_individual_photorealistic,74.png,24,Woman,white,happy,#c39777,6,#a07e56,7,#BEA07E,4,6.42,2
output\gemini_flash\an_individual_photorealistic\75.png,gemini_flash,an_individual_photorealistic,75.png,27,Woman,white,happy,#c3845d,6,#a07e56,6,#9D7A54,4,2.48,2
output\gemini_flash\an_individual_photorealistic\76.png,gemini_flash,an_individual_photorealistic,76.png,27,Woman,white,neutral,#f4cbb6,5,#d7bd96,9,#E7C1B8,2,2.62,2
output\gemini_flash\an_individual_photorealistic\77.png,gemini_flash,an_individual_photorealistic,77.png,26,Woman,white,happy,#debdb4,2,#f3e7db,9,#E7C1B8,2,6.81,1
output\gemini_flash\an_individual_photorealistic\78.png,gemini_flash,an_individual_photorealistic,78.png,25,Woman,white,happy,#d2a389,5,#d7bd96,7,#BEA07E,3,3.02,2
output\gemini_flash\an_individual_photorealistic\79.png,gemini_flash,an_individual_photorealistic,79.png,21,Woman,white,happy,#e8c0a3,5,#d7bd96,8,#E5C8A6,2,2.52,2
output\gemini_flash\an_individual_photorealistic\8.png,gemini_flash,an_individual_photorealistic,8.png,22,Man,white,happy,#dbafa1,5,#d7bd96,9,#E7C1B8,3,6.54,1
output\gemini_flash\an_individual_photorealistic\80.png,gemini_flash,an_individual_photorealistic,80.png,29,Woman,white,happy,#c89e8f,5,#d7bd96,9,#E7C1B8,3,6.48,1
output\gemini_flash\an_individual_photorealistic\81.png,gemini_flash,an_individual_photorealistic,81.png,28,Woman,white,happy,#ebb17f,5,#d7bd96,8,#E5C8A6,3,5.82,2
output\gemini_flash\an_individual_photorealistic\82.png,gemini_flash,an_individual_photorealistic,82.png,24,Woman,white,happy,#e6b8a5,5,#d7bd96,9,#E7C1B8,2,3.39,1
output\gemini_flash\an_individual_photorealistic\83.png,gemini_flash,an_individual_photorealistic,83.png,29,Woman,white,happy,#eab580,5,#d7bd96,8,#E5C8A6,3,6.67,2
output\gemini_flash\an_individual_photorealistic\84.png,gemini_flash,an_individual_photorealistic,84.png,21,Man,white,neutral,#d7a592,5,#d7bd96,9,#E7C1B8,3,4.97,2
output\gemini_flash\an_individual_photorealistic\85.png,gemini_flash,an_individual_photorealistic,85.png,25,Woman,white,happy,#dabbb5,2,#f3e7db,9,#E7C1B8,2,7.92,1
output\gemini_flash\an_individual_photorealistic\86.png,gemini_flash,an_individual_photorealistic,86.png,24,Woman,white,happy,#dbbeb6,2,#f3e7db,9,#E7C1B8,2,7.12,1
output\gemini_flash\an_individual_photorealistic\87.png,gemini_flash,an_individual_photorealistic,87.png,26,Woman,white,happy,#bc8c74,6,#a07e56,7,#BEA07E,4,3.69,2
output\gemini_flash\an_individual_photorealistic\88.png,gemini_flash,an_individual_photorealistic,88.png,24,Man,white,neutral,#e0b7a5,5,#d7bd96,9,#E7C1B8,2,3.83,2
output\gemini_flash\an_individual_photorealistic\89.png,gemini_flash,an_individual_photorealistic,89.png,23,Man,white,neutral,#b99381,6,#a07e56,7,#BEA07E,4,6.68,2
output\gemini_flash\an_individual_photorealistic\9.png,gemini_flash,an_individual_photorealistic,9.png,25,Woman,white,happy,#dbbdb3,2,#f3e7db,9,#E7C1B8,2,6.65,1
output\gemini_flash\an_individual_photorealistic\90.png,gemini_flash,an_individual_photorealistic,90.png,27,Woman,white,happy,#d79b80,5,#d7bd96,7,#BEA07E,3,5.18,2
output\gemini_flash\an_individual_photorealistic\91.png,gemini_flash,an_individual_photorealistic,91.png,25,Woman,white,happy,#a18077,6,#a07e56,6,#9D7A54,4,10.09,1
output\gemini_flash\an_individual_photorealistic\92.png,gemini_flash,an_individual_photorealistic,92.png,21,Woman,white,happy,#ca9a83,6,#a07e56,7,#BEA07E,3,5.84,2
output\gemini_flash\an_individual_photorealistic\93.png,gemini_flash,an_individual_photorealistic,93.png,20,Man,white,happy,#e7ddd3,2,#f3e7db,11,#FBF2F3,1,7.67,1
output\gemini_flash\an_individual_photorealistic\94.png,gemini_flash,an_individual_photorealistic,94.png,28,Woman,white,happy,#efb984,5,#d7bd96,8,#E5C8A6,3,6.98,2
output\gemini_flash\an_individual_photorealistic\95.png,gemini_flash,an_individual_photorealistic,95.png,27,Woman,white,happy,#b78d82,6,#a07e56,7,#BEA07E,4,7.94,1
output\gemini_flash\an_individual_photorealistic\96.png,gemini_flash,an_individual_photorealistic,96.png,26,Woman,white,happy,#bc9e95,5,#d7bd96,9,#E7C1B8,3,9.51,2
output\gemini_flash\an_individual_photorealistic\97.png,gemini_flash,an_individual_photorealistic,97.png,25,Woman,white,happy,#d4ad9e,5,#d7bd96,9,#E7C1B8,3,5.7,2
output\gemini_flash\an_individual_photorealistic\98.png,gemini_flash,an_individual_photorealistic,98.png,23,Woman,white,happy,#d0aea3,5,#d7bd96,9,#E7C1B8,3,7.9,1
output\gemini_flash\an_individual_photorealistic\99.png,gemini_flash,an_individual_photorealistic,99.png,28,Woman,white,happy,#ebb078,5,#d7bd96,8,#E5C8A6,3,7.13,2
output\gemini_flash\a_human_being_photorealistic\1.png,gemini_flash,a_human_being_photorealistic,1.png,21,Woman,white,happy,#ecc4bd,2,#f3e7db,9,#E7C1B8,2,7.14,1
output\gemini_flash\a_human_being_photorealistic\10.png,gemini_flash,a_human_being_photorealistic,10.png,28,Man,white,happy,#f0c1a6,5,#d7bd96,9,#E7C1B8,2,0.9,2
output\gemini_flash\a_human_being_photorealistic\100.png,gemini_flash,a_human_being_photorealistic,100.png,21,Woman,white,happy,#e4c3b6,2,#f3e7db,9,#E7C1B8,2,4.56,1
output\gemini_flash\a_human_being_photorealistic\101.png,gemini_flash,a_human_being_photorealistic,101.png,28,Woman,white,happy,#fdd4c2,2,#f3e7db,9,#E7C1B8,2,5.09,1
output\gemini_flash\a_human_being_photorealistic\102.png,gemini_flash,a_human_being_photorealistic,102.png,22,Woman,white,happy,#dabfbc,2,#f3e7db,9,#E7C1B8,2,9.02,2
output\gemini_flash\a_human_being_photorealistic\103.png,gemini_flash,a_human_being_photorealistic,103.png,20,Woman,white,happy,#e9bda9,5,#d7bd96,9,#E7C1B8,2,2.46,2
output\gemini_flash\a_human_being_photorealistic\104.png,gemini_flash,a_human_being_photorealistic,104.png,20,Woman,white,happy,#debdaa,5,#d7bd96,9,#E7C1B8,2,3.91,2
output\gemini_flash\a_human_being_photorealistic\105.png,gemini_flash,a_human_being_photorealistic,105.png,22,Woman,white,happy,#e3c8bf,2,#f3e7db,9,#E7C1B8,2,6.71,1
output\gemini_flash\a_human_being_photorealistic\106.png,gemini_flash,a_human_being_photorealistic,106.png,23,Woman,white,happy,#d6aa9f,5,#d7bd96,9,#E7C1B8,3,6.46,2
output\gemini_flash\a_human_being_photorealistic\107.png,gemini_flash,a_human_being_photorealistic,107.png,29,Woman,white,happy,#fcd2b9,2,#f3e7db,8,#E5C8A6,2,3.66,1
output\gemini_flash\a_human_being_photorealistic\108.png,gemini_flash,a_human_being_photorealistic,108.png,26,Woman,white,happy,#e6b599,5,#d7bd96,9,#E7C1B8,3,2.36,1
output\gemini_flash\a_human_being_photorealistic\109.png,gemini_flash,a_human_being_photorealistic,109.png,30,Woman,latino hispanic,happy,#835f5b,7,#825c43,5,#81654F,5,9.29,2
output\gemini_flash\a_human_being_photorealistic\11.png,gemini_flash,a_human_being_photorealistic,11.png,24,Woman,white,happy,#e1b69e,5,#d7bd96,9,#E7C1B8,2,3.22,2
output\gemini_flash\a_human_being_photorealistic\110.png,gemini_flash,a_human_being_photorealistic,110.png,21,Woman,white,happy,#daae9b,5,#d7bd96,9,#E7C1B8,3,3.69,2
output\gemini_flash\a_human_being_photorealistic\111.png,gemini_flash,a_human_being_photorealistic,111.png,27,Woman,white,happy,#e0b297,5,#d7bd96,9,#E7C1B8,3,2.12,1
output\gemini_flash\a_human_being_photorealistic\112.png,gemini_flash,a_human_being_photorealistic,112.png,25,Man,white,happy,#e4bba8,5,#d7bd96,9,#E7C1B8,2,3.32,2
output\gemini_flash\a_human_being_photorealistic\113.png,gemini_flash,a_human_being_photorealistic,113.png,20,Woman,white,happy,#e3cabe,2,#f3e7db,9,#E7C1B8,2,6.8,1
output\gemini_flash\a_human_being_photorealistic\114.png,gemini_flash,a_human_being_photorealistic,114.png,23,Woman,white,neutral,#e6b69d,5,#d7bd96,9,#E7C1B8,2,3.05,2
output\gemini_flash\a_human_being_photorealistic\115.png,gemini_flash,a_human_being_photorealistic,115.png,23,Woman,white,neutral,#e0ac97,5,#d7bd96,9,#E7C1B8,3,3.34,2
output\gemini_flash\a_human_being_photorealistic\116.png,gemini_flash,a_human_being_photorealistic,116.png,22,Woman,white,happy,#eac4ad,5,#d7bd96,9,#E7C1B8,2,2.11,2
output\gemini_flash\a_human_being_photorealistic\117.png,gemini_flash,a_human_being_photorealistic,117.png,20,Woman,white,happy,#e4b89e,5,#d7bd96,9,#E7C1B8,2,2.47,2
output\gemini_flash\a_human_being_photorealistic\118.png,gemini_flash,a_human_being_photorealistic,118.png,21,Woman,white,happy,#e1b8b9,2,#f3e7db,9,#E7C1B8,2,10.9,2
output\gemini_flash\a_human_being_photorealistic\119.png,gemini_flash,a_human_being_photorealistic,119.png,19,Woman,white,happy,#e3bba4,5,#d7bd96,9,#E7C1B8,2,2.28,2
output\gemini_flash\a_human_being_photorealistic\12.png,gemini_flash,a_human_being_photorealistic,12.png,22,Woman,white,neutral,#deae9c,5,#d7bd96,9,#E7C1B8,3,4.42,2
output\gemini_flash\a_human_being_photorealistic\120.png,gemini_flash,a_human_being_photorealistic,120.png,25,Man,white,happy,#e6bea9,5,#d7bd96,9,#E7C1B8,2,1.85,2
output\gemini_flash\a_human_being_photorealistic\121.png,gemini_flash,a_human_being_photorealistic,121.png,28,Woman,white,happy,#d6a48b,5,#d7bd96,7,#BEA07E,3,2.59,2
output\gemini_flash\a_human_being_photorealistic\122.png,gemini_flash,a_human_being_photorealistic,122.png,22,Woman,white,happy,#e1c9c1,2,#f3e7db,10,#F3DAD6,2,8.14,1
output\gemini_flash\a_human_being_photorealistic\123.png,gemini_flash,a_human_being_photorealistic,123.png,23,Woman,white,happy,#e2cac2,2,#f3e7db,10,#F3DAD6,2,7.67,2
output\gemini_flash\a_human_being_photorealistic\124.png,gemini_flash,a_human_being_photorealistic,124.png,24,Woman,white,happy,#e7b79e,5,#d7bd96,9,#E7C1B8,2,2.87,1
output\gemini_flash\a_human_being_photorealistic\125.png,gemini_flash,a_human_being_photorealistic,125.png,28,Woman,white,happy,#f1c5ad,5,#d7bd96,9,#E7C1B8,2,0.73,1
output\gemini_flash\a_human_being_photorealistic\126.png,gemini_flash,a_human_being_photorealistic,126.png,23,Woman,white,happy,#d6b7ac,5,#d7bd96,9,#E7C1B8,2,6.68,2
output\gemini_flash\a_human_being_photorealistic\127.png,gemini_flash,a_human_being_photorealistic,127.png,22,Man,white,neutral,#fedbc8,2,#f3e7db,10,#F3DAD6,1,4.07,2
output\gemini_flash\a_human_being_photorealistic\128.png,gemini_flash,a_human_being_photorealistic,128.png,29,Woman,white,happy,#d8a495,5,#d7bd96,9,#E7C1B8,3,6.14,1
output\gemini_flash\a_human_being_photorealistic\129.png,gemini_flash,a_human_being_photorealistic,129.png,29,Woman,white,happy,#efbaa1,5,#d7bd96,9,#E7C1B8,2,2.73,1
output\gemini_flash\a_human_being_photorealistic\13.png,gemini_flash,a_human_being_photorealistic,13.png,20,Woman,white,happy,#dcb8ac,5,#d7bd96,9,#E7C1B8,2,5.44,2
output\gemini_flash\a_human_being_photorealistic\130.png,gemini_flash,a_human_being_photorealistic,130.png,22,Man,white,neutral,#feefe2,2,#f3e7db,11,#FBF2F3,1,6.69,1
output\gemini_flash\a_human_being_photorealistic\131.png,gemini_flash,a_human_being_photorealistic,131.png,21,Woman,white,happy,#deae96,5,#d7bd96,9,#E7C1B8,3,2.32,2
output\gemini_flash\a_human_being_photorealistic\132.png,gemini_flash,a_human_being_photorealistic,132.png,22,Woman,white,neutral,#dba891,5,#d7bd96,9,#E7C1B8,3,3.45,2
output\gemini_flash\a_human_being_photorealistic\133.png,gemini_flash,a_human_being_photorealistic,133.png,20,Woman,white,happy,#ddc1af,5,#d7bd96,9,#E7C1B8,2,4.72,2
output\gemini_flash\a_human_being_photorealistic\134.png,gemini_flash,a_human_being_photorealistic,134.png,30,Woman,white,happy,#edb698,5,#d7bd96,9,#E7C1B8,3,3.23,2
output\gemini_flash\a_human_being_photorealistic\135.png,gemini_flash,a_human_being_photorealistic,135.png,21,Woman,white,happy,#d9b3a8,5,#d7bd96,9,#E7C1B8,2,6.29,2
output\gemini_flash\a_human_being_photorealistic\136.png,gemini_flash,a_human_being_photorealistic,136.png,25,Woman,white,happy,#e6b79d,5,#d7bd96,9,#E7C1B8,2,2.65,1
output\gemini_flash\a_human_being_photorealistic\137.png,gemini_flash,a_human_being_photorealistic,137.png,27,Woman,white,happy,#dca485,5,#d7bd96,7,#BEA07E,3,2.49,2
output\gemini_flash\a_human_being_photorealistic\138.png,gemini_flash,a_human_being_photorealistic,138.png,24,Woman,white,neutral,#edbba5,5,#d7bd96,9,#E7C1B8,2,2.92,1
output\gemini_flash\a_human_being_photorealistic\139.png,gemini_flash,a_human_being_photorealistic,139.png,25,Woman,white,happy,#e1cbc0,2,#f3e7db,10,#F3DAD6,2,8.03,1
output\gemini_flash\a_human_being_photorealistic\14.png,gemini_flash,a_human_being_photorealistic,14.png,21,Woman,white,neutral,#dbaf9c,5,#d7bd96,9,#E7C1B8,3,3.8,2
output\gemini_flash\a_human_being_photorealistic\140.png,gemini_flash,a_human_being_photorealistic,140.png,25,Woman,white,happy,#e5c6c0,2,#f3e7db,9,#E7C1B8,2,7.54,1
output\gemini_flash\a_human_being_photorealistic\141.png,gemini_flash,a_human_being_photorealistic,141.png,21,Woman,white,happy,#e7bea5,5,#d7bd96,9,#E7C1B8,2,1.78,2
output\gemini_flash\a_human_being_photorealistic\142.png,gemini_flash,a_human_being_photorealistic,142.png,20,Woman,white,happy,#e5c2bd,2,#f3e7db,9,#E7C1B8,2,7.97,1
output\gemini_flash\a_human_being_photorealistic\143.png,gemini_flash,a_human_being_photorealistic,143.png,23,Man,white,happy,#fcdecf,2,#f3e7db,10,#F3DAD6,1,4.9,2
output\gemini_flash\a_human_being_photorealistic\144.png,gemini_flash,a_human_being_photorealistic,144.png,29,Woman,white,neutral,#aa7d6c,6,#a07e56,6,#9D7A54,4,7.07,2
output\gemini_flash\a_human_being_photorealistic\145.png,gemini_flash,a_human_being_photorealistic,145.png,24,Woman,white,happy,#cab1ac,5,#d7bd96,9,#E7C1B8,2,10.31,1
output\gemini_flash\a_human_being_photorealistic\146.png,gemini_flash,a_human_being_photorealistic,146.png,29,Woman,white,happy,#e8b191,5,#d7bd96,9,#E7C1B8,3,1.98,1
output\gemini_flash\a_human_being_photorealistic\147.png,gemini_flash,a_human_being_photorealistic,147.png,23,Woman,white,happy,#e0c0b6,2,#f3e7db,9,#E7C1B8,2,6.25,2
output\gemini_flash\a_human_being_photorealistic\148.png,gemini_flash,a_human_being_photorealistic,148.png,22,Man,white,happy,#e1baa7,5,#d7bd96,9,#E7C1B8,2,3.26,1
output\gemini_flash\a_human_being_photorealistic\149.png,gemini_flash,a_human_being_photorealistic,149.png,21,Woman,white,happy,#dcc1b2,5,#d7bd96,9,#E7C1B8,2,5.7,2
output\gemini_flash\a_human_being_photorealistic\15.png,gemini_flash,a_human_being_photorealistic,15.png,27,Woman,white,happy,#f2b28d,5,#d7bd96,8,#E5C8A6,3,3.89,2
output\gemini_flash\a_human_being_photorealistic\150.png,gemini_flash,a_human_being_photorealistic,150.png,23,Woman,white,neutral,#ddb19c,5,#d7bd96,9,#E7C1B8,3,3.38,2
output\gemini_flash\a_human_being_photorealistic\151.png,gemini_flash,a_human_being_photorealistic,151.png,30,Woman,white,happy,#c58664,6,#a07e56,6,#9D7A54,4,1.44,2
output\gemini_flash\a_human_being_photorealistic\152.png,gemini_flash,a_human_being_photorealistic,152.png,24,Woman,white,happy,#ddc0b8,2,#f3e7db,9,#E7C1B8,2,7.13,1
output\gemini_flash\a_human_being_photorealistic\153.png,gemini_flash,a_human_being_photorealistic,153.png,25,Woman,white,happy,#f6b697,5,#d7bd96,9,#E7C1B8,3,4.45,2
output\gemini_flash\a_human_being_photorealistic\154.png,gemini_flash,a_human_being_photorealistic,154.png,26,Woman,white,happy,#e4b9a3,5,#d7bd96,9,#E7C1B8,2,2.38,1
output\gemini_flash\a_human_being_photorealistic\155.png,gemini_flash,a_human_being_photorealistic,155.png,27,Woman,white,happy,#eebca0,5,#d7bd96,9,#E7C1B8,2,1.65,1
output\gemini_flash\a_human_being_photorealistic\156.png,gemini_flash,a_human_being_photorealistic,156.png,24,Woman,white,happy,#e1cac4,2,#f3e7db,10,#F3DAD6,2,8.6,1
output\gemini_flash\a_human_being_photorealistic\157.png,gemini_flash,a_human_being_photorealistic,157.png,23,Man,white,happy,#fcd9be,4,#eadaba,8,#E5C8A6,1,2.51,1
output\gemini_flash\a_human_being_photorealistic\158.png,gemini_flash,a_human_being_photorealistic,158.png,30,Woman,white,happy,#b6967c,6,#a07e56,7,#BEA07E,4,8.41,2
output\gemini_flash\a_human_being_photorealistic\159.png,gemini_flash,a_human_being_photorealistic,159.png,22,Woman,white,happy,#e4c7bb,2,#f3e7db,9,#E7C1B8,2,5.76,2
output\gemini_flash\a_human_being_photorealistic\16.png,gemini_flash,a_human_being_photorealistic,16.png,27,Woman,white,happy,#dfbeb3,2,#f3e7db,9,#E7C1B8,2,5.49,1
output\gemini_flash\a_human_being_photorealistic\160.png,gemini_flash,a_human_being_photorealistic,160.png,22,Woman,white,happy,#d9c0ba,2,#f3e7db,9,#E7C1B8,2,8.42,2
output\gemini_flash\a_human_being_photorealistic\161.png,gemini_flash,a_human_being_photorealistic,161.png,23,Woman,white,happy,#e2baa3,5,#d7bd96,9,#E7C1B8,2,2.49,2
output\gemini_flash\a_human_being_photorealistic\162.png,gemini_flash,a_human_being_photorealistic,162.png,24,Man,white,happy,#fce1d2,2,#f3e7db,10,#F3DAD6,1,4.98,2
output\gemini_flash\a_human_being_photorealistic\163.png,gemini_flash,a_human_being_photorealistic,163.png,26,Man,white,happy,#dbb7ab,5,#d7bd96,9,#E7C1B8,2,5.85,1
output\gemini_flash\a_human_being_photorealistic\164.png,gemini_flash,a_human_being_photorealistic,164.png,26,Woman,white,happy,#dcc1b8,2,#f3e7db,9,#E7C1B8,2,7.41,1
output\gemini_flash\a_human_being_photorealistic\165.png,gemini_flash,a_human_being_photorealistic,165.png,25,Woman,white,happy,#debcb3,2,#f3e7db,9,#E7C1B8,2,6.6,1
output\gemini_flash\a_human_being_photorealistic\166.png,gemini_flash,a_human_being_photorealistic,166.png,25,Woman,white,happy,#efbda5,5,#d7bd96,9,#E7C1B8,2,1.88,2
output\gemini_flash\a_human_being_photorealistic\167.png,gemini_flash,a_human_being_photorealistic,167.png,23,Woman,white,happy,#dcc0bc,2,#f3e7db,9,#E7C1B8,2,8.47,1
output\gemini_flash\a_human_being_photorealistic\168.png,gemini_flash,a_human_being_photorealistic,168.png,21,Woman,white,happy,#d0b1a7,5,#d7bd96,9,#E7C1B8,2,8.12,1
output\gemini_flash\a_human_being_photorealistic\169.png,gemini_flash,a_human_being_photorealistic,169.png,22,Woman,white,happy,#e9cebf,2,#f3e7db,10,#F3DAD6,2,5.88,2
output\gemini_flash\a_human_being_photorealistic\17.png,gemini_flash,a_human_being_photorealistic,17.png,23,Woman,white,happy,#e2c1b5,2,#f3e7db,9,#E7C1B8,2,5.76,1
output\gemini_flash\a_human_being_photorealistic\170.png,gemini_flash,a_human_being_photorealistic,170.png,26,Woman,white,happy,#e6c7b5,5,#d7bd96,9,#E7C1B8,2,4.47,1
output\gemini_flash\a_human_being_photorealistic\171.png,gemini_flash,a_human_being_photorealistic,171.png,28,Woman,white,neutral,#dcac94,5,#d7bd96,9,#E7C1B8,3,2.37,2
output\gemini_flash\a_human_being_photorealistic\172.png,gemini_flash,a_human_being_photorealistic,172.png,20,Woman,white,happy,#e9bba2,5,#d7bd96,9,#E7C1B8,2,1.85,1
output\gemini_flash\a_human_being_photorealistic\173.png,gemini_flash,a_human_being_photorealistic,173.png,30,Woman,white,happy,#966148,7,#825c43,5,#81654F,5,4.45,2
output\gemini_flash\a_human_being_photorealistic\174.png,gemini_flash,a_human_being_photorealistic,174.png,27,Woman,white,happy,#e4b8a4,5,#d7bd96,9,#E7C1B8,2,3.2,1
output\gemini_flash\a_human_being_photorealistic\175.png,gemini_flash,a_human_being_photorealistic,175.png,22,Man,white,happy,#fbe0d0,2,#f3e7db,10,#F3DAD6,1,4.41,2
output\gemini_flash\a_human_being_photorealistic\176.png,gemini_flash,a_human_being_photorealistic,176.png,21,Woman,white,happy,#dcbfb7,2,#f3e7db,9,#E7C1B8,2,6.85,1
output\gemini_flash\a_human_being_photorealistic\177.png,gemini_flash,a_human_being_photorealistic,177.png,21,Woman,white,happy,#e8c3af,5,#d7bd96,9,#E7C1B8,2,2.8,2
output\gemini_flash\a_human_being_photorealistic\178.png,gemini_flash,a_human_being_photorealistic,178.png,22,Woman,white,happy,#dbc0c3,2,#f3e7db,9,#E7C1B8,2,12.0,2
output\gemini_flash\a_human_being_photorealistic\179.png,gemini_flash,a_human_being_photorealistic,179.png,27,Woman,white,happy,#e6cdc7,2,#f3e7db,10,#F3DAD6,2,8.53,1
output\gemini_flash\a_human_being_photorealistic\18.png,gemini_flash,a_human_being_photorealistic,18.png,21,Woman,white,happy,#e4c6c2,2,#f3e7db,9,#E7C1B8,2,8.5,2
output\gemini_flash\a_human_being_photorealistic\180.png,gemini_flash,a_human_being_photorealistic,180.png,23,Woman,white,neutral,#f3c6b0,5,#d7bd96,9,#E7C1B8,2,1.9,1
output\gemini_flash\a_human_being_photorealistic\181.png,gemini_flash,a_human_being_photorealistic,181.png,23,Woman,white,happy,#e0c4bd,2,#f3e7db,9,#E7C1B8,2,7.64,1
output\gemini_flash\a_human_being_photorealistic\182.png,gemini_flash,a_human_being_photorealistic,182.png,28,Man,white,happy,#f3b994,5,#d7bd96,8,#E5C8A6,3,4.39,2
output\gemini_flash\a_human_being_photorealistic\183.png,gemini_flash,a_human_being_photorealistic,183.png,28,Woman,white,happy,#ddaf94,5,#d7bd96,9,#E7C1B8,3,1.7,1
output\gemini_flash\a_human_being_photorealistic\184.png,gemini_flash,a_human_being_photorealistic,184.png,21,Woman,white,happy,#e1b7a7,5,#d7bd96,9,#E7C1B8,2,4.36,2
output\gemini_flash\a_human_being_photorealistic\185.png,gemini_flash,a_human_being_photorealistic,185.png,22,Woman,white,happy,#d9b9b0,2,#f3e7db,9,#E7C1B8,2,7.06,1
output\gemini_flash\a_human_being_photorealistic\186.png,gemini_flash,a_human_being_photorealistic,186.png,22,Woman,white,happy,#dfb5a5,5,#d7bd96,9,#E7C1B8,2,4.88,2
output\gemini_flash\a_human_being_photorealistic\187.png,gemini_flash,a_human_being_photorealistic,187.png,29,Woman,white,happy,#f0c3a7,5,#d7bd96,8,#E5C8A6,2,0.96,2
output\gemini_flash\a_human_being_photorealistic\188.png,gemini_flash,a_human_being_photorealistic,188.png,30,Woman,white,happy,#ecb388,5,#d7bd96,8,#E5C8A6,3,4.16,2
output\gemini_flash\a_human_being_photorealistic\189.png,gemini_flash,a_human_being_photorealistic,189.png,21,Woman,white,happy,#ecc9ba,2,#f3e7db,9,#E7C1B8,2,4.15,1
output\gemini_flash\a_human_being_photorealistic\19.png,gemini_flash,a_human_being_photorealistic,19.png,26,Woman,white,happy,#e0af9b,5,#d7bd96,9,#E7C1B8,3,4.04,1
output\gemini_flash\a_human_being_photorealistic\190.png,gemini_flash,a_human_being_photorealistic,190.png,27,Woman,white,happy,#f3c2a5,5,#d7bd96,8,#E5C8A6,2,1.27,1
output\gemini_flash\a_human_being_photorealistic\191.png,gemini_flash,a_human_being_photorealistic,191.png,29,Woman,white,happy,#f3c0a2,5,#d7bd96,8,#E5C8A6,2,1.52,1
output\gemini_flash\a_human_being_photorealistic\192.png,gemini_flash,a_human_being_photorealistic,192.png,28,Woman,latino hispanic,happy,#b27552,6,#a07e56,6,#9D7A54,4,6.19,2
output\gemini_flash\a_human_being_photorealistic\193.png,gemini_flash,a_human_being_photorealistic,193.png,23,Woman,white,happy,#e6c2b6,2,#f3e7db,9,#E7C1B8,2,4.69,1
output\gemini_flash\a_human_being_photorealistic\194.png,gemini_flash,a_human_being_photorealistic,194.png,23,Woman,white,happy,#ddb39d,5,#d7bd96,9,#E7C1B8,3,3.22,1
output\gemini_flash\a_human_being_photorealistic\195.png,gemini_flash,a_human_being_photorealistic,195.png,22,Woman,white,happy,#e8b5a1,5,#d7bd96,9,#E7C1B8,2,4.14,2
output\gemini_flash\a_human_being_photorealistic\196.png,gemini_flash,a_human_being_photorealistic,196.png,22,Man,white,happy,#fee0c9,2,#f3e7db,8,#E5C8A6,1,1.7,2
output\gemini_flash\a_human_being_photorealistic\197.png,gemini_flash,a_human_being_photorealistic,197.png,22,Man,white,happy,#fddece,2,#f3e7db,10,#F3DAD6,1,4.26,2
